+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                           ;
+---------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                       ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_1_lut_l_0_n_0_n                 ; 70    ; 1              ; 0            ; 1              ; 35     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_4_n_0_n                 ; 78    ; 0              ; 0            ; 0              ; 39     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_3_n_1_n                 ; 76    ; 37             ; 0            ; 37             ; 38     ; 37              ; 37            ; 37              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_3_n_0_n                 ; 76    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_2_n_2_n                 ; 74    ; 36             ; 0            ; 36             ; 37     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_2_n_1_n                 ; 74    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_2_n_0_n                 ; 74    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_1_n_4_n                 ; 72    ; 35             ; 0            ; 35             ; 36     ; 35              ; 35            ; 35              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_1_n_3_n                 ; 72    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_1_n_2_n                 ; 72    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_1_n_1_n                 ; 72    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_1_n_0_n                 ; 72    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_0_n_8_n                 ; 70    ; 50             ; 0            ; 50             ; 35     ; 50              ; 50            ; 50              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_0_n_7_n                 ; 70    ; 29             ; 0            ; 29             ; 35     ; 29              ; 29            ; 29              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_0_n_6_n                 ; 70    ; 25             ; 0            ; 25             ; 35     ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_0_n_5_n                 ; 70    ; 21             ; 0            ; 21             ; 35     ; 21              ; 21            ; 21              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_0_n_4_n                 ; 70    ; 17             ; 0            ; 17             ; 35     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_0_n_3_n                 ; 70    ; 13             ; 0            ; 13             ; 35     ; 13              ; 13            ; 13              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_0_n_2_n                 ; 70    ; 9              ; 0            ; 9              ; 35     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_0_n_1_n                 ; 70    ; 5              ; 0            ; 5              ; 35     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Uadd_0_lut_l_0_n_0_n                 ; 70    ; 1              ; 0            ; 1              ; 35     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur3_n_16_pp                          ; 6     ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur3_n_15_pp                          ; 6     ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur3_n_14_pp                          ; 6     ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur3_n_13_pp                          ; 6     ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur3_n_12_pp                          ; 6     ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur3_n_11_pp                          ; 6     ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur3_n_10_pp                          ; 6     ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur3_n_9_pp                           ; 6     ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur3_n_8_pp                           ; 6     ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur3_n_7_pp                           ; 6     ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur3_n_6_pp                           ; 6     ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur3_n_5_pp                           ; 6     ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur3_n_4_pp                           ; 6     ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur3_n_3_pp                           ; 6     ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur3_n_2_pp                           ; 6     ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur3_n_1_pp                           ; 6     ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur3_n_0_pp                           ; 6     ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur2_n_16_pp                          ; 6     ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur2_n_15_pp                          ; 6     ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur2_n_14_pp                          ; 6     ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur2_n_13_pp                          ; 6     ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur2_n_12_pp                          ; 6     ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur2_n_11_pp                          ; 6     ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur2_n_10_pp                          ; 6     ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur2_n_9_pp                           ; 6     ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur2_n_8_pp                           ; 6     ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur2_n_7_pp                           ; 6     ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur2_n_6_pp                           ; 6     ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur2_n_5_pp                           ; 6     ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur2_n_4_pp                           ; 6     ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur2_n_3_pp                           ; 6     ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur2_n_2_pp                           ; 6     ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur2_n_1_pp                           ; 6     ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur2_n_0_pp                           ; 6     ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur1_n_16_pp                          ; 6     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur1_n_15_pp                          ; 6     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur1_n_14_pp                          ; 6     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur1_n_13_pp                          ; 6     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur1_n_12_pp                          ; 6     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur1_n_11_pp                          ; 6     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur1_n_10_pp                          ; 6     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur1_n_9_pp                           ; 6     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur1_n_8_pp                           ; 6     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur1_n_7_pp                           ; 6     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur1_n_6_pp                           ; 6     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur1_n_5_pp                           ; 6     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur1_n_4_pp                           ; 6     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur1_n_3_pp                           ; 6     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur1_n_2_pp                           ; 6     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur1_n_1_pp                           ; 6     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur1_n_0_pp                           ; 6     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur0_n_16_pp                          ; 6     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur0_n_15_pp                          ; 6     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur0_n_14_pp                          ; 6     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur0_n_13_pp                          ; 6     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur0_n_12_pp                          ; 6     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur0_n_11_pp                          ; 6     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur0_n_10_pp                          ; 6     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur0_n_9_pp                           ; 6     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur0_n_8_pp                           ; 6     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur0_n_7_pp                           ; 6     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur0_n_6_pp                           ; 6     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur0_n_5_pp                           ; 6     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur0_n_4_pp                           ; 6     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur0_n_3_pp                           ; 6     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur0_n_2_pp                           ; 6     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur0_n_1_pp                           ; 6     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Ur0_n_0_pp                           ; 6     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|U_15_sym_add                         ; 34    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|U_14_sym_add                         ; 34    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|U_13_sym_add                         ; 34    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|U_12_sym_add                         ; 34    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|U_11_sym_add                         ; 34    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|U_10_sym_add                         ; 34    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|U_9_sym_add                          ; 34    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|U_8_sym_add                          ; 34    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|U_7_sym_add                          ; 34    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|U_6_sym_add                          ; 34    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|U_5_sym_add                          ; 34    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|U_4_sym_add                          ; 34    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|U_3_sym_add                          ; 34    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|U_2_sym_add                          ; 34    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|U_1_sym_add                          ; 34    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|U_0_sym_add                          ; 34    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Utdldalc31n                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Utdldalc30n                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Utdldalc29n                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Utdldalc28n                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Utdldalc27n                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Utdldalc26n                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Utdldalc25n                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Utdldalc24n                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Utdldalc23n                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Utdldalc22n                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Utdldalc21n                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Utdldalc20n                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Utdldalc19n                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Utdldalc18n                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Utdldalc17n                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Utdldalc16n                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Utdldalc15n                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fir_lowpass|fir_lowpass_ast_inst|fircore|Utdldalc14n                          ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
